area_name,year,month,dis_name,case_num,death_num,ici_rate,mort_rate
上海市,2006,10,HIV,18,1,0.074206452,0.004122581
江苏省,2006,10,HIV,234,10,0.2939625,0.0125625
浙江省,2006,10,HIV,236,1,0.428468394,0.001815544
安徽省,2006,10,HIV,105,6,0.172666667,0.009866667
福建省,2006,10,HIV,71,7,0.186579808,0.018395192
江西省,2006,10,HIV,114,15,0.251021359,0.033029126
山东省,2006,10,HIV,189,19,0.19305906,0.019408054
河南省,2006,10,HIV,309,14,0.327402667,0.014833778
湖北省,2006,10,HIV,98,7,0.168496774,0.012035484
湖南省,2006,10,HIV,235,36,0.348844444,0.05344
广东省,2006,10,HIV,461,21,0.429922403,0.019584318
广    西,2006,10,HIV,363,97,0.763554815,0.204035309
海南省,2006,10,HIV,1,5,0.011068571,0.055342857
重庆市,2006,10,HIV,354,42,1.183354515,0.140397993
四川省,2006,10,HIV,1045,176,1.283746047,0.21620986
贵州省,2006,10,HIV,351,60,1.000579112,0.171039165
云南省,2006,10,HIV,576,84,1.221893287,0.178192771
西    藏,2006,10,HIV,39,17,1.228175,0.535358333
陕西省,2006,10,HIV,141,19,0.37353629,0.050334677
甘肃省,2006,10,HIV,24,1,0.092632836,0.003859701
青海省,2006,10,HIV,38,8,0.651428571,0.137142857
宁    夏,2006,10,HIV,7,6,0.105803704,0.090688889
新疆,2006,10,HIV,399,33,1.735883333,0.143569298
建设兵团,2006,10,HIV,68,0,2.48812,0
全    国,2006,11,艾滋病,2917,1045,0.21365689,0.076541464
北京市,2006,11,艾滋病,48,27,0.223046809,0.12546383
天津市,2006,11,艾滋病,11,15,0.072508333,0.098875
河北省,2006,11,艾滋病,41,10,0.055520833,0.013541667
山西省,2006,11,艾滋病,17,8,0.046628571,0.021942857
内蒙古,2006,11,艾滋病,42,11,0.167676923,0.043915385
辽宁省,2006,11,艾滋病,28,5,0.06376,0.011385714
吉林省,2006,11,艾滋病,29,0,0.1054,0
黑龙江省,2006,11,艾滋病,47,12,0.122591667,0.0313
上海市,2006,11,艾滋病,40,1,0.164848485,0.004121212
江苏省,2006,11,艾滋病,58,16,0.072878261,0.020104348
浙江省,2006,11,艾滋病,123,12,0.223368,0.021792
安徽省,2006,11,艾滋病,53,5,0.087179592,0.00822449
福建省,2006,11,艾滋病,43,0,0.113012821,0
江西省,2006,11,艾滋病,55,44,0.121071429,0.096857143
山东省,2006,11,艾滋病,34,11,0.0347,0.011226471
河南省,2006,11,艾滋病,158,82,0.16748,0.08692
湖北省,2006,11,艾滋病,79,28,0.1358,0.048131646
湖南省,2006,11,艾滋病,173,70,0.256739362,0.103882979
广东省,2006,11,艾滋病,270,36,0.251719844,0.033562646
广    西,2006,11,艾滋病,408,226,0.858229906,0.475392056
海南省,2006,11,艾滋病,0,13,0,0.1438125
重庆市,2006,11,艾滋病,131,28,0.437943077,0.093606154
四川省,2006,11,艾滋病,316,105,0.388228571,0.129
贵州省,2006,11,艾滋病,129,54,0.367769444,0.15395
云南省,2006,11,艾滋病,342,108,0.725498781,0.229104878
西    藏,2006,11,艾滋病,13,9,0.4095,0.2835
陕西省,2006,11,艾滋病,33,3,0.087407692,0.007946154
甘肃省,2006,11,艾滋病,11,17,0.042411111,0.065544444
青海省,2006,11,艾滋病,64,0,1.0968,0
宁    夏,2006,11,艾滋病,13,18,0.19656,0.27216
新疆,2006,11,艾滋病,82,53,0.356766129,0.230592742
建设兵团,2006,11,艾滋病,26,18,0.9516,0.6588
全    国,2006,11,HIV,6432,733,0.471148054,0.053692712
北京市,2006,11,HIV,169,0,0.785486559,0
天津市,2006,11,HIV,24,3,0.158208,0.019776
河北省,2006,11,HIV,128,5,0.173318919,0.00677027
山西省,2006,11,HIV,14,10,0.038386047,0.027418605
内蒙古,2006,11,HIV,94,2,0.375303704,0.007985185
辽宁省,2006,11,HIV,156,14,0.355287958,0.031884817
吉林省,2006,11,HIV,69,17,0.2507,0.061766667
黑龙江省,2006,11,HIV,115,5,0.300036885,0.013045082
上海市,2006,11,HIV,117,7,0.482341935,0.028858065
江苏省,2006,11,HIV,210,16,0.2638125,0.0201
浙江省,2006,11,HIV,205,23,0.372186528,0.041757513
安徽省,2006,11,HIV,79,12,0.129911111,0.019733333
福建省,2006,11,HIV,118,14,0.310090385,0.036790385
江西省,2006,11,HIV,11,12,0.024221359,0.026423301
山东省,2006,11,HIV,189,6,0.19305906,0.006128859
河南省,2006,11,HIV,268,25,0.283960889,0.026488889
湖北省,2006,11,HIV,166,5,0.285412903,0.008596774
湖南省,2006,11,HIV,249,42,0.369626667,0.062346667
广东省,2006,11,HIV,460,30,0.428989817,0.027977597
广    西,2006,11,HIV,459,82,0.965486667,0.172483457
海南省,2006,11,HIV,23,5,0.254577143,0.055342857
重庆市,2006,11,HIV,254,38,0.849073579,0.127026756
四川省,2006,11,HIV,1113,154,1.367281674,0.189183628
贵州省,2006,11,HIV,299,57,0.85234517,0.162487206
云南省,2006,11,HIV,653,88,1.385236661,0.186678141
西    藏,2006,11,HIV,23,1,0.724308333,0.031491667
陕西省,2006,11,HIV,108,9,0.286112903,0.023842742
甘肃省,2006,11,HIV,117,7,0.451585075,0.02701791
青海省,2006,11,HIV,28,7,0.48,0.12
宁    夏,2006,11,HIV,86,9,1.299874074,0.136033333
新疆,2006,11,HIV,394,21,1.714130409,0.091362281
建设兵团,2006,11,HIV,34,7,1.24406,0.25613
全    国,2006,12,艾滋病,2922,950,0.214023117,0.069583149
北京市,2006,12,艾滋病,67,12,0.31133617,0.055761702
天津市,2006,12,艾滋病,36,0,0.2373,0
河北省,2006,12,艾滋病,17,2,0.023020833,0.002708333
山西省,2006,12,艾滋病,23,7,0.063085714,0.0192
内蒙古,2006,12,艾滋病,24,11,0.095815385,0.043915385
辽宁省,2006,12,艾滋病,54,8,0.122965714,0.018217143
吉林省,2006,12,艾滋病,48,4,0.174455172,0.014537931
黑龙江省,2006,12,艾滋病,32,1,0.083466667,0.002608333
上海市,2006,12,艾滋病,42,1,0.173090909,0.004121212
江苏省,2006,12,艾滋病,31,21,0.038952174,0.026386957
浙江省,2006,12,艾滋病,124,39,0.225184,0.070824
安徽省,2006,12,艾滋病,38,0,0.062506122,0
福建省,2006,12,艾滋病,39,20,0.1025,0.052564103
江西省,2006,12,艾滋病,78,29,0.171701299,0.063837662
山东省,2006,12,艾滋病,31,6,0.031638235,0.006123529
河南省,2006,12,艾滋病,140,66,0.1484,0.06996
湖北省,2006,12,艾滋病,94,19,0.16158481,0.032660759
湖南省,2006,12,艾滋病,163,57,0.241898936,0.084590426
广东省,2006,12,艾滋病,275,43,0.256381323,0.040088716
广    西,2006,12,艾滋病,427,226,0.898196495,0.475392056
海南省,2006,12,艾滋病,17,2,0.1880625,0.022125
重庆市,2006,12,艾滋病,120,37,0.401169231,0.123693846
四川省,2006,12,艾滋病,310,99,0.380857143,0.121628571
贵州省,2006,12,艾滋病,102,41,0.290794444,0.116887963
云南省,2006,12,艾滋病,340,99,0.721256098,0.210012805
西    藏,2006,12,艾滋病,23,15,0.7245,0.4725
陕西省,2006,12,艾滋病,32,2,0.084758974,0.005297436
甘肃省,2006,12,艾滋病,12,14,0.046266667,0.053977778
青海省,2006,12,艾滋病,29,0,0.4969875,0
宁    夏,2006,12,艾滋病,4,9,0.06048,0.13608
新疆,2006,12,艾滋病,145,53,0.630866936,0.230592742
建设兵团,2006,12,艾滋病,5,7,0.183,0.2562
全    国,2006,12,HIV,6660,731,0.487849198,0.053546211
北京市,2006,12,HIV,182,6,0.845908602,0.027887097
天津市,2006,12,HIV,70,4,0.46144,0.026368
河北省,2006,12,HIV,41,12,0.055516216,0.016248649
山西省,2006,12,HIV,112,9,0.307088372,0.024676744
内蒙古,2006,12,HIV,64,7,0.255525926,0.027948148
辽宁省,2006,12,HIV,237,0,0.539764398,0
吉林省,2006,12,HIV,43,1,0.156233333,0.003633333
黑龙江省,2006,12,HIV,147,17,0.38352541,0.044353279
上海市,2006,12,HIV,138,7,0.568916129,0.028858065
江苏省,2006,12,HIV,243,8,0.30526875,0.01005
浙江省,2006,12,HIV,199,12,0.361293264,0.021786528
安徽省,2006,12,HIV,128,15,0.210488889,0.024666667
福建省,2006,12,HIV,160,4,0.420461538,0.010511538
江西省,2006,12,HIV,137,8,0.301666019,0.017615534
山东省,2006,12,HIV,168,0,0.171608054,0
河南省,2006,12,HIV,253,17,0.268067556,0.018012444
湖北省,2006,12,HIV,192,0,0.330116129,0
湖南省,2006,12,HIV,271,50,0.402284444,0.074222222
广东省,2006,12,HIV,461,21,0.429922403,0.019584318
广    西,2006,12,HIV,449,92,0.944452099,0.193518025
海南省,2006,12,HIV,40,7,0.442742857,0.07748
重庆市,2006,12,HIV,250,45,0.835702341,0.150426421
四川省,2006,12,HIV,1104,172,1.356225488,0.211296
贵州省,2006,12,HIV,348,60,0.992027154,0.171039165
云南省,2006,12,HIV,527,88,1.117947504,0.186678141
西    藏,2006,12,HIV,105,7,3.306625,0.220441667
陕西省,2006,12,HIV,48,6,0.12716129,0.015895161
甘肃省,2006,12,HIV,76,2,0.293337313,0.007719403
青海省,2006,12,HIV,20,9,0.342857143,0.154285714
宁    夏,2006,12,HIV,25,12,0.37787037,0.181377778
新疆,2006,12,HIV,368,30,1.601015204,0.130517544
建设兵团,2006,12,HIV,54,3,1.97586,0.10977
全    国,2007,1,艾滋病,2762,976,0.20230385,0.07148753
北京市,2007,1,艾滋病,39,7,0.181225532,0.03252766
天津市,2007,1,艾滋病,14,13,0.092283333,0.085691667
河北省,2007,1,艾滋病,20,5,0.027083333,0.006770833
山西省,2007,1,艾滋病,31,10,0.085028571,0.027428571
内蒙古,2007,1,艾滋病,35,19,0.139730769,0.075853846
辽宁省,2007,1,艾滋病,11,1,0.025048571,0.002277143
吉林省,2007,1,艾滋病,14,9,0.050882759,0.032710345
黑龙江省,2007,1,艾滋病,19,18,0.049558333,0.04695
上海市,2007,1,艾滋病,15,1,0.061818182,0.004121212
江苏省,2007,1,艾滋病,35,31,0.043978261,0.038952174
浙江省,2007,1,艾滋病,81,14,0.147096,0.025424
安徽省,2007,1,艾滋病,48,4,0.078955102,0.006579592
福建省,2007,1,艾滋病,54,0,0.141923077,0
江西省,2007,1,艾滋病,95,38,0.209123377,0.083649351
山东省,2007,1,艾滋病,48,9,0.048988235,0.009185294
河南省,2007,1,艾滋病,134,81,0.14204,0.08586
湖北省,2007,1,艾滋病,114,25,0.195964557,0.042974684
湖南省,2007,1,艾滋病,157,60,0.232994681,0.089042553
广东省,2007,1,艾滋病,245,23,0.228412451,0.021442802
广    西,2007,1,艾滋病,438,210,0.921335047,0.441735981
海南省,2007,1,艾滋病,2,14,0.022125,0.154875
重庆市,2007,1,艾滋病,112,20,0.374424615,0.066861538
四川省,2007,1,艾滋病,320,116,0.393142857,0.142514286
贵州省,2007,1,艾滋病,89,54,0.253732407,0.15395
云南省,2007,1,艾滋病,338,115,0.717013415,0.243954268
西    藏,2007,1,艾滋病,4,3,0.126,0.0945
陕西省,2007,1,艾滋病,48,1,0.127138462,0.002648718
甘肃省,2007,1,艾滋病,9,10,0.0347,0.038555556
青海省,2007,1,艾滋病,8,0,0.1371,0
宁    夏,2007,1,艾滋病,39,0,0.58968,0
新疆,2007,1,艾滋病,102,57,0.443782258,0.247995968
建设兵团,2007,1,艾滋病,44,8,1.6104,0.2928
全    国,2007,1,HIV,6478,806,0.474517583,0.059040008
北京市,2007,1,HIV,186,2,0.8645,0.009295699
天津市,2007,1,HIV,5,4,0.03296,0.026368
河北省,2007,1,HIV,79,10,0.10697027,0.013540541
山西省,2007,1,HIV,59,7,0.161769767,0.019193023
内蒙古,2007,1,HIV,64,16,0.255525926,0.063881481
辽宁省,2007,1,HIV,243,19,0.553429319,0.043272251
吉林省,2007,1,HIV,128,5,0.465066667,0.018166667
黑龙江省,2007,1,HIV,149,5,0.388743443,0.013045082
上海市,2007,1,HIV,57,6,0.234987097,0.024735484
江苏省,2007,1,HIV,190,13,0.2386875,0.01633125
浙江省,2007,1,HIV,271,8,0.492012435,0.014524352
安徽省,2007,1,HIV,16,6,0.026311111,0.009866667
福建省,2007,1,HIV,87,5,0.228625962,0.013139423
江西省,2007,1,HIV,151,20,0.332493204,0.044038835
山东省,2007,1,HIV,44,25,0.044944966,0.025536913
河南省,2007,1,HIV,208,19,0.220387556,0.020131556
湖北省,2007,1,HIV,141,3,0.242429032,0.005158065
湖南省,2007,1,HIV,316,65,0.469084444,0.096488889
广东省,2007,1,HIV,517,22,0.482147251,0.020516904
广    西,2007,1,HIV,377,92,0.79300321,0.193518025
海南省,2007,1,HIV,62,10,0.686251429,0.110685714
重庆市,2007,1,HIV,296,42,0.989471572,0.140397993
四川省,2007,1,HIV,1077,176,1.32305693,0.21620986
贵州省,2007,1,HIV,435,62,1.240033943,0.17674047
云南省,2007,1,HIV,606,109,1.285533563,0.231226334
西    藏,2007,1,HIV,16,2,0.503866667,0.062983333
陕西省,2007,1,HIV,170,11,0.450362903,0.029141129
甘肃省,2007,1,HIV,53,5,0.204564179,0.019298507
青海省,2007,1,HIV,14,9,0.24,0.154285714
宁    夏,2007,1,HIV,49,3,0.740625926,0.045344444
新疆,2007,1,HIV,331,23,1.440043567,0.10006345
建设兵团,2007,1,HIV,81,2,2.96379,0.07318
全    国,2007,2,艾滋病,2866,1077,0.209921373,0.078885317
北京市,2007,2,艾滋病,58,4,0.269514894,0.018587234
天津市,2007,2,艾滋病,40,10,0.263666667,0.065916667
河北省,2007,2,艾滋病,18,16,0.024375,0.021666667
山西省,2007,2,艾滋病,11,7,0.030171429,0.0192
内蒙古,2007,2,艾滋病,4,20,0.015969231,0.079846154
辽宁省,2007,2,艾滋病,43,10,0.097917143,0.022771429
吉林省,2007,2,艾滋病,42,5,0.152648276,0.018172414
黑龙江省,2007,2,艾滋病,68,15,0.177366667,0.039125
上海市,2007,2,艾滋病,2,15,0.008242424,0.061818182
江苏省,2007,2,艾滋病,33,23,0.041465217,0.0289
浙江省,2007,2,艾滋病,148,7,0.268768,0.012712
安徽省,2007,2,艾滋病,55,25,0.090469388,0.041122449
福建省,2007,2,艾滋病,9,6,0.023653846,0.015769231
江西省,2007,2,艾滋病,43,37,0.094655844,0.081448052
山东省,2007,2,艾滋病,51,0,0.05205,0
河南省,2007,2,艾滋病,132,69,0.13992,0.07314
湖北省,2007,2,艾滋病,105,20,0.180493671,0.034379747
湖南省,2007,2,艾滋病,175,64,0.259707447,0.094978723
广东省,2007,2,艾滋病,276,37,0.257313619,0.034494942
广    西,2007,2,艾滋病,407,227,0.856126402,0.477495561
海南省,2007,2,艾滋病,2,16,0.022125,0.177
重庆市,2007,2,艾滋病,140,33,0.468030769,0.110321538
四川省,2007,2,艾滋病,321,126,0.394371429,0.1548
贵州省,2007,2,艾滋病,100,45,0.285092593,0.128291667
云南省,2007,2,艾滋病,354,112,0.750954878,0.237590244
西    藏,2007,2,艾滋病,0,10,0,0.315
陕西省,2007,2,艾滋病,2,5,0.005297436,0.01324359
甘肃省,2007,2,艾滋病,54,13,0.2082,0.050122222
青海省,2007,2,艾滋病,18,15,0.308475,0.2570625
宁    夏,2007,2,艾滋病,0,13,0,0.19656
新疆,2007,2,艾滋病,143,57,0.622165323,0.247995968
建设兵团,2007,2,艾滋病,12,15,0.4392,0.549
全    国,2007,2,HIV,6456,739,0.472906069,0.054132216
北京市,2007,2,HIV,155,3,0.720416667,0.013943548
天津市,2007,2,HIV,31,0,0.204352,0
河北省,2007,2,HIV,136,12,0.184151351,0.016248649
山西省,2007,2,HIV,48,8,0.131609302,0.021934884
内蒙古,2007,2,HIV,77,1,0.30742963,0.003992593
辽宁省,2007,2,HIV,199,22,0.453219895,0.050104712
吉林省,2007,2,HIV,135,3,0.4905,0.0109
黑龙江省,2007,2,HIV,67,10,0.174804098,0.026090164
上海市,2007,2,HIV,81,16,0.333929032,0.06596129
江苏省,2007,2,HIV,188,0,0.236175,0
浙江省,2007,2,HIV,196,3,0.355846632,0.005446632
安徽省,2007,2,HIV,26,6,0.042755556,0.009866667
福建省,2007,2,HIV,108,13,0.283811538,0.0341625
江西省,2007,2,HIV,156,13,0.343502913,0.028625243
山东省,2007,2,HIV,152,3,0.15526443,0.00306443
河南省,2007,2,HIV,262,11,0.277603556,0.011655111
湖北省,2007,2,HIV,120,7,0.206322581,0.012035484
湖南省,2007,2,HIV,247,45,0.366657778,0.0668
广东省,2007,2,HIV,487,15,0.454169654,0.013988798
广    西,2007,2,HIV,416,94,0.875038025,0.197724938
海南省,2007,2,HIV,122,7,1.350365714,0.07748
重庆市,2007,2,HIV,356,38,1.190040134,0.127026756
四川省,2007,2,HIV,1036,159,1.27268986,0.195325953
贵州省,2007,2,HIV,413,73,1.177319582,0.20809765
云南省,2007,2,HIV,487,90,1.033093804,0.190920826
西    藏,2007,2,HIV,21,4,0.661325,0.125966667
陕西省,2007,2,HIV,109,10,0.288762097,0.026491935
甘肃省,2007,2,HIV,34,8,0.131229851,0.030877612
青海省,2007,2,HIV,28,6,0.48,0.102857143
宁    夏,2007,2,HIV,66,12,0.997577778,0.181377778
新疆,2007,2,HIV,457,44,1.988217251,0.191425731
建设兵团,2007,2,HIV,40,3,1.4636,0.10977
全    国,2007,3,艾滋病,2944,980,0.215634516,0.071780511
北京市,2007,3,艾滋病,61,19,0.283455319,0.088289362
天津市,2007,3,艾滋病,25,26,0.164791667,0.171383333
河北省,2007,3,艾滋病,54,2,0.073125,0.002708333
山西省,2007,3,艾滋病,28,6,0.0768,0.016457143
内蒙古,2007,3,艾滋病,27,8,0.107792308,0.031938462
辽宁省,2007,3,艾滋病,38,8,0.086531429,0.018217143
吉林省,2007,3,艾滋病,78,12,0.283489655,0.043613793
黑龙江省,2007,3,艾滋病,4,0,0.010433333,0
上海市,2007,3,艾滋病,35,3,0.144242424,0.012363636
江苏省,2007,3,艾滋病,9,20,0.011308696,0.025130435
浙江省,2007,3,艾滋病,84,13,0.152544,0.023608
安徽省,2007,3,艾滋病,56,12,0.092114286,0.019738776
福建省,2007,3,艾滋病,15,2,0.039423077,0.00525641
江西省,2007,3,艾滋病,46,24,0.10125974,0.052831169
山东省,2007,3,艾滋病,4,22,0.004082353,0.022452941
河南省,2007,3,艾滋病,173,52,0.18338,0.05512
湖北省,2007,3,艾滋病,94,23,0.16158481,0.039536709
湖南省,2007,3,艾滋病,216,72,0.320553192,0.106851064
广东省,2007,3,艾滋病,285,26,0.26570428,0.024239689
广    西,2007,3,艾滋病,424,227,0.891885981,0.477495561
海南省,2007,3,艾滋病,12,7,0.13275,0.0774375
重庆市,2007,3,艾滋病,119,16,0.397826154,0.053489231
四川省,2007,3,艾滋病,313,104,0.384542857,0.127771429
贵州省,2007,3,艾滋病,132,41,0.376322222,0.116887963
云南省,2007,3,艾滋病,328,119,0.6958,0.252439634
西    藏,2007,3,艾滋病,7,2,0.2205,0.063
陕西省,2007,3,艾滋病,64,6,0.169517949,0.015892308
甘肃省,2007,3,艾滋病,12,9,0.046266667,0.0347
青海省,2007,3,艾滋病,38,8,0.651225,0.1371
宁    夏,2007,3,艾滋病,4,13,0.06048,0.19656
新疆,2007,3,艾滋病,147,64,0.639568548,0.278451613
建设兵团,2007,3,艾滋病,12,14,0.4392,0.5124
全    国,2007,3,HIV,6194,786,0.453714404,0.057574995
北京市,2007,3,HIV,225,1,1.045766129,0.004647849
天津市,2007,3,HIV,0,9,0,0.059328
河北省,2007,3,HIV,139,2,0.188213514,0.002708108
山西省,2007,3,HIV,82,2,0.224832558,0.005483721
内蒙古,2007,3,HIV,15,11,0.059888889,0.043918519
辽宁省,2007,3,HIV,263,20,0.598979058,0.045549738
吉林省,2007,3,HIV,157,3,0.570433333,0.0109
黑龙江省,2007,3,HIV,33,1,0.086097541,0.002609016
上海市,2007,3,HIV,33,8,0.136045161,0.032980645
江苏省,2007,3,HIV,248,1,0.31155,0.00125625
浙江省,2007,3,HIV,119,8,0.216049741,0.014524352
安徽省,2007,3,HIV,94,14,0.154577778,0.023022222
福建省,2007,3,HIV,108,2,0.283811538,0.005255769
江西省,2007,3,HIV,215,6,0.473417476,0.01321165
山东省,2007,3,HIV,116,16,0.118491275,0.016343624
河南省,2007,3,HIV,253,10,0.268067556,0.010595556
湖北省,2007,3,HIV,168,21,0.288851613,0.036106452
湖南省,2007,3,HIV,304,39,0.451271111,0.057893333
广东省,2007,3,HIV,504,30,0.470023625,0.027977597
广    西,2007,3,HIV,340,91,0.715175309,0.191414568
海南省,2007,3,HIV,37,10,0.409537143,0.110685714
重庆市,2007,3,HIV,240,50,0.802274247,0.167140468
四川省,2007,3,HIV,1079,160,1.32551386,0.196554419
贵州省,2007,3,HIV,334,65,0.952118016,0.185292428
云南省,2007,3,HIV,516,96,1.094612737,0.203648881
西    藏,2007,3,HIV,34,18,1.070716667,0.56685
陕西省,2007,3,HIV,104,15,0.275516129,0.039737903
甘肃省,2007,3,HIV,33,4,0.127370149,0.015438806
青海省,2007,3,HIV,2,15,0.034285714,0.257142857
宁    夏,2007,3,HIV,29,14,0.43832963,0.211607407
新疆,2007,3,HIV,324,38,1.409589473,0.165322222
建设兵团,2007,3,HIV,46,6,1.68314,0.21954
全    国,2007,4,艾滋病,2931,998,0.214682326,0.073098929
北京市,2007,4,艾滋病,40,1,0.18587234,0.004646809
天津市,2007,4,艾滋病,36,3,0.2373,0.019775
河北省,2007,4,艾滋病,11,0,0.014895833,0
山西省,2007,4,艾滋病,1,0,0.002742857,0
内蒙古,2007,4,艾滋病,27,15,0.107792308,0.059884615
辽宁省,2007,4,艾滋病,8,10,0.018217143,0.022771429
吉林省,2007,4,艾滋病,34,10,0.123572414,0.036344828
黑龙江省,2007,4,艾滋病,62,6,0.161716667,0.01565
上海市,2007,4,艾滋病,76,9,0.313212121,0.037090909
江苏省,2007,4,艾滋病,38,15,0.047747826,0.018847826
浙江省,2007,4,艾滋病,105,26,0.19068,0.047216
安徽省,2007,4,艾滋病,47,26,0.077310204,0.042767347
福建省,2007,4,艾滋病,60,16,0.157692308,0.042051282
江西省,2007,4,艾滋病,54,35,0.11887013,0.077045455
山东省,2007,4,艾滋病,3,7,0.003061765,0.007144118
河南省,2007,4,艾滋病,170,61,0.1802,0.06466
湖北省,2007,4,艾滋病,76,28,0.130643038,0.048131646
湖南省,2007,4,艾滋病,173,62,0.256739362,0.092010638
广东省,2007,4,艾滋病,297,20,0.276891829,0.018645914
广    西,2007,4,艾滋病,464,233,0.976026168,0.490116589
海南省,2007,4,艾滋病,11,0,0.1216875,0
重庆市,2007,4,艾滋病,130,30,0.4346,0.100292308
四川省,2007,4,艾滋病,334,114,0.410342857,0.140057143
贵州省,2007,4,艾滋病,96,57,0.273688889,0.162502778
云南省,2007,4,艾滋病,312,108,0.661858537,0.229104878
西    藏,2007,4,艾滋病,1,8,0.0315,0.252
陕西省,2007,4,艾滋病,58,22,0.153625641,0.058271795
甘肃省,2007,4,艾滋病,45,11,0.1735,0.042411111
青海省,2007,4,艾滋病,15,2,0.2570625,0.034275
宁    夏,2007,4,艾滋病,13,4,0.19656,0.06048
新疆,2007,4,艾滋病,116,53,0.504693548,0.230592742
建设兵团,2007,4,艾滋病,18,6,0.6588,0.2196
全    国,2007,4,HIV,6578,729,0.481842646,0.053399709
北京市,2007,4,HIV,245,2,1.138723118,0.009295699
天津市,2007,4,HIV,91,7,0.599872,0.046144
河北省,2007,4,HIV,107,4,0.144883784,0.005416216
山西省,2007,4,HIV,75,3,0.205639535,0.008225581
内蒙古,2007,4,HIV,53,6,0.211607407,0.023955556
辽宁省,2007,4,HIV,66,9,0.150314136,0.020497382
吉林省,2007,4,HIV,53,1,0.192566667,0.003633333
黑龙江省,2007,4,HIV,72,7,0.18784918,0.018263115
上海市,2007,4,HIV,128,10,0.527690323,0.041225806
江苏省,2007,4,HIV,181,3,0.22738125,0.00376875
浙江省,2007,4,HIV,306,12,0.555556477,0.021786528
安徽省,2007,4,HIV,100,3,0.164444444,0.004933333
福建省,2007,4,HIV,107,11,0.281183654,0.028906731
江西省,2007,4,HIV,96,3,0.211386408,0.006605825
山东省,2007,4,HIV,185,12,0.188973154,0.012257718
河南省,2007,4,HIV,272,19,0.288199111,0.020131556
湖北省,2007,4,HIV,130,9,0.223516129,0.015474194
湖南省,2007,4,HIV,216,60,0.32064,0.089066667
广东省,2007,4,HIV,516,37,0.481214664,0.034505703
广    西,2007,4,HIV,435,99,0.915003704,0.208242222
海南省,2007,4,HIV,3,0,0.033205714,0
重庆市,2007,4,HIV,329,32,1.099784281,0.1069699
四川省,2007,4,HIV,1094,179,1.343940837,0.219895256
贵州省,2007,4,HIV,375,56,1.068994778,0.159636554
云南省,2007,4,HIV,585,85,1.24098537,0.180314114
西    藏,2007,4,HIV,101,3,3.180658333,0.094475
陕西省,2007,4,HIV,125,7,0.331149194,0.018544355
甘肃省,2007,4,HIV,35,8,0.135089552,0.030877612
青海省,2007,4,HIV,6,2,0.102857143,0.034285714
宁    夏,2007,4,HIV,103,2,1.556825926,0.03022963
新疆,2007,4,HIV,336,36,1.461796491,0.156621053
建设兵团,2007,4,HIV,52,2,1.90268,0.07318
全    国,2007,5,艾滋病,2943,994,0.215561271,0.072805947
北京市,2007,5,艾滋病,66,18,0.306689362,0.083642553
天津市,2007,5,艾滋病,56,7,0.369133333,0.046141667
河北省,2007,5,艾滋病,27,15,0.0365625,0.0203125
山西省,2007,5,艾滋病,4,10,0.010971429,0.027428571
内蒙古,2007,5,艾滋病,29,1,0.115776923,0.003992308
辽宁省,2007,5,艾滋病,21,2,0.04782,0.004554286
吉林省,2007,5,艾滋病,28,9,0.101765517,0.032710345
黑龙江省,2007,5,艾滋病,16,7,0.041733333,0.018258333
上海市,2007,5,艾滋病,52,5,0.21430303,0.020606061
江苏省,2007,5,艾滋病,44,29,0.055286957,0.03643913
浙江省,2007,5,艾滋病,122,24,0.221552,0.043584
安徽省,2007,5,艾滋病,49,15,0.0806,0.024673469
福建省,2007,5,艾滋病,16,16,0.042051282,0.042051282
江西省,2007,5,艾滋病,71,22,0.156292208,0.048428571
山东省,2007,5,艾滋病,44,11,0.044905882,0.011226471
河南省,2007,5,艾滋病,120,68,0.1272,0.07208
湖北省,2007,5,艾滋病,49,10,0.08423038,0.017189873
湖南省,2007,5,艾滋病,173,59,0.256739362,0.087558511
广东省,2007,5,艾滋病,269,34,0.250787549,0.031698054
广    西,2007,5,艾滋病,446,224,0.938163084,0.471185047
海南省,2007,5,艾滋病,23,0,0.2544375,0
重庆市,2007,5,艾滋病,149,29,0.498118461,0.096949231
四川省,2007,5,艾滋病,339,130,0.416485714,0.159714286
贵州省,2007,5,艾滋病,136,48,0.387725926,0.136844444
云南省,2007,5,艾滋病,353,125,0.748833537,0.265167683
西    藏,2007,5,艾滋病,15,8,0.4725,0.252
陕西省,2007,5,艾滋病,52,3,0.137733333,0.007946154
甘肃省,2007,5,艾滋病,15,6,0.057833333,0.023133333
青海省,2007,5,艾滋病,17,10,0.2913375,0.171375
宁    夏,2007,5,艾滋病,4,14,0.06048,0.21168
新疆,2007,5,艾滋病,137,34,0.596060484,0.147927419
建设兵团,2007,5,艾滋病,1,1,0.0366,0.0366
全    国,2007,5,HIV,6468,754,0.473785077,0.055230975
北京市,2007,5,HIV,184,3,0.855204301,0.013943548
天津市,2007,5,HIV,27,16,0.177984,0.105472
河北省,2007,5,HIV,52,3,0.070410811,0.004062162
山西省,2007,5,HIV,103,2,0.282411628,0.005483721
内蒙古,2007,5,HIV,61,6,0.243548148,0.023955556
辽宁省,2007,5,HIV,166,17,0.378062827,0.038717277
吉林省,2007,5,HIV,76,5,0.276133333,0.018166667
黑龙江省,2007,5,HIV,143,14,0.373089344,0.03652623
上海市,2007,5,HIV,30,8,0.123677419,0.032980645
