year,month,reg_id,dis_name,pro_name,case_num,dea_num,inci_rate,mort_rate
2006,2,44000000,流行性感冒,离退人员,1,0,0.0011,0
2006,2,44000000,流行性感冒,不详,8,0,0.0087,0
2006,3,44000000,登革热,商业服务,0,0,0,0
2006,3,44000000,流行性感冒,幼托儿童,33,0,0.0359,0
2006,3,44000000,流行性感冒,散居儿童,137,0,0.149,0
2006,3,44000000,流行性感冒,学生,2548,0,2.7714,0
2006,3,44000000,流行性感冒,教师,14,0,0.0152,0
2006,3,44000000,流行性感冒,保育员及保姆,1,0,0.0011,0
2006,3,44000000,流行性感冒,餐饮食品业,2,0,0.0022,0
2006,3,44000000,流行性感冒,商业服务,1,0,0.0011,0
2006,3,44000000,流行性感冒,医务人员,1,0,0.0011,0
2006,3,44000000,流行性感冒,工人,1,0,0.0011,0
2006,3,44000000,流行性感冒,民工,2,0,0.0022,0
2006,3,44000000,流行性感冒,农民,8,0,0.0087,0
2006,3,44000000,流行性感冒,渔(船)民,2,0,0.0022,0
2006,3,44000000,流行性感冒,干部职员,2,0,0.0022,0
2006,3,44000000,流行性感冒,离退人员,1,0,0.0011,0
2006,3,44000000,流行性感冒,家务及待业,2,0,0.0022,0
2006,3,44000000,流行性感冒,不详,24,0,0.0261,0
2006,3,44000000,流行性感冒,其它,2,0,0.0022,0
2006,3,44000000,手足口病,幼托儿童,2,0,0.0022,0
2006,3,44000000,手足口病,散居儿童,3,0,0.0033,0
2006,4,44000000,登革热,商业服务,0,0,0,0
2006,4,44000000,流行性感冒,幼托儿童,39,0,0.0424,0
2006,4,44000000,流行性感冒,散居儿童,169,0,0.1838,0
2006,4,44000000,流行性感冒,学生,1423,0,1.5477,0
2006,4,44000000,流行性感冒,教师,3,0,0.0033,0
2006,4,44000000,流行性感冒,医务人员,1,0,0.0011,0
2006,4,44000000,流行性感冒,工人,3,0,0.0033,0
2006,4,44000000,流行性感冒,民工,5,0,0.0054,0
2006,4,44000000,流行性感冒,农民,6,0,0.0065,0
2006,4,44000000,流行性感冒,渔(船)民,1,0,0.0011,0
2006,4,44000000,流行性感冒,干部职员,1,0,0.0011,0
2006,4,44000000,流行性感冒,离退人员,1,0,0.0011,0
2006,4,44000000,流行性感冒,家务及待业,1,0,0.0011,0
2006,4,44000000,流行性感冒,不详,22,0,0.0239,0
2006,4,44000000,流行性感冒,其它,4,0,0.0044,0
2006,4,44000000,手足口病,幼托儿童,21,0,0.0228,0
2006,4,44000000,手足口病,散居儿童,14,0,0.0152,0
2006,4,44000000,手足口病,学生,1,0,0.0011,0
2006,5,44000000,登革热,学生,0,0,0,0
2006,5,44000000,流行性感冒,幼托儿童,107,0,0.1164,0
2006,5,44000000,流行性感冒,散居儿童,240,0,0.261,0
2006,5,44000000,流行性感冒,学生,258,0,0.2806,0
2006,5,44000000,流行性感冒,教师,1,0,0.0011,0
2006,5,44000000,流行性感冒,商业服务,7,0,0.0076,0
2006,5,44000000,流行性感冒,工人,2,0,0.0022,0
2006,5,44000000,流行性感冒,农民,4,0,0.0044,0
2006,5,44000000,流行性感冒,家务及待业,4,0,0.0044,0
2006,5,44000000,流行性感冒,不详,46,0,0.05,0
2006,5,44000000,流行性感冒,其它,2,0,0.0022,0
2006,5,44000000,手足口病,幼托儿童,47,0,0.0511,0
2006,5,44000000,手足口病,散居儿童,31,0,0.0337,0
2006,5,44000000,手足口病,学生,1,0,0.0011,0
2006,6,44000000,登革热,农民,1,0,0.0011,0
2006,6,44000000,登革热,离退人员,1,0,0.0011,0
2006,6,44000000,登革热,家务及待业,1,0,0.0011,0
2006,6,44000000,流行性感冒,幼托儿童,157,0,0.1708,0
2006,6,44000000,流行性感冒,散居儿童,402,0,0.4372,0
2006,6,44000000,流行性感冒,学生,1343,0,1.4607,0
2006,6,44000000,流行性感冒,教师,9,0,0.0098,0
2006,6,44000000,流行性感冒,餐饮食品业,2,0,0.0022,0
2006,6,44000000,流行性感冒,商业服务,3,0,0.0033,0
2006,6,44000000,流行性感冒,医务人员,2,0,0.0022,0
2006,6,44000000,流行性感冒,工人,57,0,0.062,0
2006,6,44000000,流行性感冒,民工,11,0,0.012,0
2006,6,44000000,流行性感冒,农民,20,0,0.0218,0
2006,6,44000000,流行性感冒,干部职员,2,0,0.0022,0
2006,6,44000000,流行性感冒,离退人员,2,0,0.0022,0
2006,6,44000000,流行性感冒,家务及待业,8,0,0.0087,0
2006,6,44000000,流行性感冒,不详,62,0,0.0674,0
2006,6,44000000,流行性感冒,其它,16,0,0.0174,0
2006,6,44000000,手足口病,幼托儿童,107,0,0.1164,0
2006,6,44000000,手足口病,散居儿童,49,0,0.0533,0
2006,6,44000000,手足口病,学生,1,0,0.0011,0
2006,6,44000000,手足口病,教师,1,0,0.0011,0
2006,6,44000000,手足口病,干部职员,1,0,0.0011,0
2006,6,44000000,手足口病,其它,3,0,0.0033,0
2006,7,44000000,登革热,学生,1,0,0.0011,0
2006,7,44000000,登革热,教师,1,0,0.0011,0
2006,7,44000000,登革热,医务人员,1,0,0.0011,0
2006,7,44000000,登革热,工人,2,0,0.0022,0
2006,7,44000000,登革热,干部职员,1,0,0.0011,0
2006,7,44000000,登革热,家务及待业,3,0,0.0033,0
2006,7,44000000,登革热,其它,1,0,0.0011,0
2006,7,44000000,流行性感冒,幼托儿童,34,0,0.037,0
2006,7,44000000,流行性感冒,散居儿童,167,0,0.1816,0
2006,7,44000000,流行性感冒,学生,61,0,0.0663,0
2006,7,44000000,流行性感冒,教师,1,0,0.0011,0
2006,7,44000000,流行性感冒,餐饮食品业,1,0,0.0011,0
2006,7,44000000,流行性感冒,医务人员,2,0,0.0022,0
2006,7,44000000,流行性感冒,工人,3,0,0.0033,0
2006,7,44000000,流行性感冒,民工,2,0,0.0022,0
2006,7,44000000,流行性感冒,农民,6,0,0.0065,0
2006,7,44000000,流行性感冒,干部职员,1,0,0.0011,0
2006,7,44000000,流行性感冒,家务及待业,4,0,0.0044,0
2006,7,44000000,流行性感冒,不详,41,0,0.0446,0
2006,7,44000000,流行性感冒,其它,18,0,0.0196,0
2006,7,44000000,手足口病,幼托儿童,32,0,0.0348,0
2006,7,44000000,手足口病,散居儿童,48,0,0.0522,0
2006,7,44000000,手足口病,学生,4,0,0.0044,0
2006,7,44000000,手足口病,教师,1,0,0.0011,0
2006,8,44000000,登革热,幼托儿童,2,0,0.0022,0
2006,8,44000000,登革热,散居儿童,2,0,0.0022,0
2006,8,44000000,登革热,学生,31,0,0.0337,0
2006,8,44000000,登革热,保育员及保姆,1,0,0.0011,0
2006,8,44000000,登革热,餐饮食品业,8,0,0.0087,0
2006,8,44000000,登革热,商业服务,15,0,0.0163,0
2006,8,44000000,登革热,医务人员,5,0,0.0054,0
2006,8,44000000,登革热,工人,45,0,0.0489,0
2006,8,44000000,登革热,民工,19,0,0.0207,0
2006,8,44000000,登革热,农民,17,0,0.0185,0
2006,8,44000000,登革热,渔(船)民,1,0,0.0011,0
2006,8,44000000,登革热,干部职员,11,0,0.012,0
2006,8,44000000,登革热,离退人员,31,0,0.0337,0
2006,8,44000000,登革热,家务及待业,49,0,0.0533,0
2006,8,44000000,登革热,不详,12,0,0.0131,0
2006,8,44000000,登革热,其它,26,0,0.0283,0
2006,8,44000000,流行性感冒,幼托儿童,3,0,0.0033,0
2006,8,44000000,流行性感冒,散居儿童,53,0,0.0576,0
2006,8,44000000,流行性感冒,学生,13,0,0.0141,0
2006,8,44000000,流行性感冒,教师,1,0,0.0011,0
2006,8,44000000,流行性感冒,商业服务,1,0,0.0011,0
2006,8,44000000,流行性感冒,医务人员,1,0,0.0011,0
2006,8,44000000,流行性感冒,工人,2,0,0.0022,0
2006,8,44000000,流行性感冒,民工,1,0,0.0011,0
2006,8,44000000,流行性感冒,农民,2,0,0.0022,0
2006,8,44000000,流行性感冒,家务及待业,1,0,0.0011,0
2006,8,44000000,流行性感冒,不详,12,0,0.0131,0
2006,8,44000000,流行性感冒,其它,2,0,0.0022,0
2006,8,44000000,手足口病,幼托儿童,8,0,0.0087,0
2006,8,44000000,手足口病,散居儿童,28,0,0.0305,0
2006,8,44000000,手足口病,学生,1,0,0.0011,0
2006,8,44000000,手足口病,干部职员,1,0,0.0011,0
2006,8,44000000,手足口病,不详,1,0,0.0011,0
2006,9,44000000,登革热,幼托儿童,4,0,0.0044,0
2006,9,44000000,登革热,散居儿童,8,0,0.0087,0
2006,9,44000000,登革热,学生,45,0,0.0489,0
2006,9,44000000,登革热,教师,7,0,0.0076,0
2006,9,44000000,登革热,保育员及保姆,3,0,0.0033,0
2006,9,44000000,登革热,餐饮食品业,9,0,0.0098,0
2006,9,44000000,登革热,商业服务,26,0,0.0283,0
2006,9,44000000,登革热,医务人员,4,0,0.0044,0
2006,9,44000000,登革热,工人,64,0,0.0696,0
2006,9,44000000,登革热,民工,20,0,0.0218,0
2006,9,44000000,登革热,农民,37,0,0.0402,0
2006,9,44000000,登革热,海员及长途驾驶员,1,0,0.0011,0
2006,9,44000000,登革热,干部职员,14,0,0.0152,0
2006,9,44000000,登革热,离退人员,28,0,0.0305,0
2006,9,44000000,登革热,家务及待业,89,0,0.0968,0
2006,9,44000000,登革热,不详,14,0,0.0152,0
2006,9,44000000,登革热,其它,52,0,0.0566,0
2006,9,44000000,流行性感冒,幼托儿童,2,0,0.0022,0
2006,9,44000000,流行性感冒,散居儿童,22,0,0.0239,0
2006,9,44000000,流行性感冒,学生,5,0,0.0054,0
2006,9,44000000,流行性感冒,工人,1,0,0.0011,0
2006,9,44000000,流行性感冒,农民,2,0,0.0022,0
2006,9,44000000,流行性感冒,干部职员,1,0,0.0011,0
2006,9,44000000,流行性感冒,不详,5,0,0.0054,0
2006,9,44000000,流行性感冒,其它,4,0,0.0044,0
2006,9,44000000,手足口病,幼托儿童,27,0,0.0294,0
2006,9,44000000,手足口病,散居儿童,26,0,0.0283,0
2006,9,44000000,手足口病,学生,5,0,0.0054,0
2006,9,44000000,手足口病,其它,1,0,0.0011,0
2006,10,44000000,登革热,散居儿童,1,0,0.0011,0
2006,10,44000000,登革热,学生,34,0,0.037,0
2006,10,44000000,登革热,教师,5,0,0.0054,0
2006,10,44000000,登革热,商业服务,8,0,0.0087,0
2006,10,44000000,登革热,医务人员,1,0,0.0011,0
2006,10,44000000,登革热,工人,35,0,0.0381,0
2006,10,44000000,登革热,民工,11,0,0.012,0
2006,10,44000000,登革热,农民,70,0,0.0761,0
2006,10,44000000,登革热,干部职员,4,0,0.0044,0
2006,10,44000000,登革热,离退人员,9,0,0.0098,0
2006,10,44000000,登革热,家务及待业,32,0,0.0348,0
2006,10,44000000,登革热,不详,3,0,0.0033,0
2006,10,44000000,登革热,其它,10,0,0.0109,0
2006,10,44000000,流行性感冒,幼托儿童,1,0,0.0011,0
2006,10,44000000,流行性感冒,散居儿童,21,0,0.0228,0
2006,10,44000000,流行性感冒,学生,5,0,0.0054,0
2006,10,44000000,流行性感冒,商业服务,1,0,0.0011,0
2006,10,44000000,流行性感冒,医务人员,1,0,0.0011,0
2006,10,44000000,流行性感冒,农民,3,0,0.0033,0
2006,10,44000000,流行性感冒,家务及待业,1,0,0.0011,0
2006,10,44000000,流行性感冒,不详,1,0,0.0011,0
2006,10,44000000,流行性感冒,其它,2,0,0.0022,0
2006,10,44000000,手足口病,幼托儿童,40,0,0.0435,0
2006,10,44000000,手足口病,散居儿童,44,0,0.0479,0
2006,10,44000000,手足口病,学生,3,0,0.0033,0
2006,11,44000000,登革热,幼托儿童,1,0,0.0011,0
2006,11,44000000,登革热,学生,10,0,0.0109,0
2006,11,44000000,登革热,餐饮食品业,2,0,0.0022,0
2006,11,44000000,登革热,商业服务,2,0,0.0022,0
2006,11,44000000,登革热,医务人员,1,0,0.0011,0
2006,11,44000000,登革热,工人,3,0,0.0033,0
2006,11,44000000,登革热,民工,9,0,0.0098,0
2006,11,44000000,登革热,农民,20,0,0.0218,0
2006,11,44000000,登革热,干部职员,5,0,0.0054,0
2006,11,44000000,登革热,离退人员,3,0,0.0033,0
2006,11,44000000,登革热,家务及待业,7,0,0.0076,0
2006,11,44000000,登革热,不详,1,0,0.0011,0
2006,11,44000000,登革热,其它,9,0,0.0098,0
2006,11,44000000,流行性感冒,幼托儿童,2,0,0.0022,0
2006,11,44000000,流行性感冒,散居儿童,21,0,0.0228,0
2006,11,44000000,流行性感冒,学生,5,0,0.0054,0
2006,11,44000000,流行性感冒,农民,3,0,0.0033,0
2006,11,44000000,流行性感冒,不详,4,0,0.0044,0
2006,11,44000000,手足口病,幼托儿童,26,0,0.0283,0
2006,11,44000000,手足口病,散居儿童,39,0,0.0424,0
2006,11,44000000,手足口病,学生,1,0,0.0011,0
2006,11,44000000,手足口病,其它,1,0,0.0011,0
2006,12,44000000,登革热,离退人员,1,0,0.0011,0
2006,12,44000000,流行性感冒,幼托儿童,1,0,0.0011,0
2006,12,44000000,流行性感冒,散居儿童,18,0,0.0196,0
2006,12,44000000,流行性感冒,学生,5,0,0.0054,0
2006,12,44000000,流行性感冒,教师,1,0,0.0011,0
2006,12,44000000,流行性感冒,工人,1,0,0.0011,0
2006,12,44000000,流行性感冒,农民,2,0,0.0022,0
2006,12,44000000,流行性感冒,离退人员,2,0,0.0022,0
2006,12,44000000,流行性感冒,家务及待业,2,0,0.0022,0
2006,12,44000000,流行性感冒,不详,1,0,0.0011,0
2006,12,44000000,流行性感冒,其它,2,0,0.0022,0
2006,12,44000000,手足口病,幼托儿童,18,0,0.0196,0
2006,12,44000000,手足口病,散居儿童,29,0,0.0315,0
2006,0,45000000,登革热,农民,1,0,0.0021,0
2006,0,45000000,流行性感冒,幼托儿童,104,0,0.2232,0
2006,0,45000000,流行性感冒,散居儿童,88,0,0.1888,0
2006,0,45000000,流行性感冒,学生,1281,0,2.7489,0
2006,0,45000000,流行性感冒,教师,9,0,0.0193,0
2006,0,45000000,流行性感冒,餐饮食品业,1,0,0.0021,0
2006,0,45000000,流行性感冒,公共场所服务员,3,0,0.0064,0
2006,0,45000000,流行性感冒,商业服务,6,0,0.0129,0
2006,0,45000000,流行性感冒,医务人员,1,0,0.0021,0
2006,0,45000000,流行性感冒,工人,3,0,0.0064,0
2006,0,45000000,流行性感冒,民工,6,0,0.0129,0
2006,0,45000000,流行性感冒,农民,83,0,0.1781,0
2006,0,45000000,流行性感冒,渔(船)民,1,0,0.0021,0
2006,0,45000000,流行性感冒,干部职员,9,0,0.0193,0
2006,0,45000000,流行性感冒,离退人员,4,1,0.0086,0.0021
2006,0,45000000,流行性感冒,家务及待业,5,0,0.0107,0
2006,0,45000000,流行性感冒,不详,43,0,0.0923,0
2006,0,45000000,流行性感冒,其它,352,0,0.7554,0
2006,0,45000000,手足口病,幼托儿童,21,0,0.0451,0
2006,0,45000000,手足口病,散居儿童,24,0,0.0515,0
2006,1,45000000,流行性感冒,幼托儿童,20,0,0.0429,0
2006,1,45000000,流行性感冒,散居儿童,10,0,0.0215,0
2006,1,45000000,流行性感冒,学生,298,0,0.6395,0
2006,1,45000000,流行性感冒,教师,2,0,0.0043,0
2006,1,45000000,流行性感冒,农民,5,0,0.0107,0
2006,1,45000000,流行性感冒,离退人员,3,1,0.0064,0.0021
2006,1,45000000,流行性感冒,家务及待业,1,0,0.0021,0
2006,1,45000000,流行性感冒,不详,10,0,0.0215,0
2006,1,45000000,流行性感冒,其它,1,0,0.0021,0
2006,1,45000000,手足口病,幼托儿童,1,0,0.0021,0
2006,2,45000000,流行性感冒,幼托儿童,6,0,0.0129,0
2006,2,45000000,流行性感冒,散居儿童,5,0,0.0107,0
2006,2,45000000,流行性感冒,学生,110,0,0.2361,0
2006,2,45000000,流行性感冒,教师,1,0,0.0021,0
2006,2,45000000,流行性感冒,农民,6,0,0.0129,0
2006,2,45000000,流行性感冒,不详,1,0,0.0021,0
2006,2,45000000,手足口病,散居儿童,1,0,0.0021,0
2006,3,45000000,流行性感冒,幼托儿童,11,0,0.0236,0
2006,3,45000000,流行性感冒,散居儿童,12,0,0.0258,0
2006,3,45000000,流行性感冒,学生,588,0,1.2618,0
2006,3,45000000,流行性感冒,教师,3,0,0.0064,0
2006,3,45000000,流行性感冒,商业服务,1,0,0.0021,0
2006,3,45000000,流行性感冒,农民,7,0,0.015,0
2006,3,45000000,流行性感冒,不详,1,0,0.0021,0
2006,3,45000000,手足口病,幼托儿童,1,0,0.0021,0
2006,3,45000000,手足口病,散居儿童,3,0,0.0064,0
2006,4,45000000,流行性感冒,幼托儿童,11,0,0.0236,0
2006,4,45000000,流行性感冒,散居儿童,6,0,0.0129,0
2006,4,45000000,流行性感冒,学生,12,0,0.0258,0
2006,4,45000000,流行性感冒,农民,11,0,0.0236,0
2006,4,45000000,流行性感冒,不详,2,0,0.0043,0
2006,4,45000000,流行性感冒,其它,1,0,0.0021,0
2006,4,45000000,手足口病,幼托儿童,1,0,0.0021,0
2006,5,45000000,流行性感冒,幼托儿童,9,0,0.0193,0
2006,5,45000000,流行性感冒,散居儿童,9,0,0.0193,0
2006,5,45000000,流行性感冒,学生,56,0,0.1202,0
2006,5,45000000,流行性感冒,农民,8,0,0.0172,0
2006,5,45000000,流行性感冒,其它,56,0,0.1202,0
2006,5,45000000,手足口病,幼托儿童,1,0,0.0021,0
2006,5,45000000,手足口病,散居儿童,1,0,0.0021,0
2006,6,45000000,流行性感冒,幼托儿童,27,0,0.0579,0
2006,6,45000000,流行性感冒,散居儿童,21,0,0.0451,0
2006,6,45000000,流行性感冒,学生,156,0,0.3348,0
2006,6,45000000,流行性感冒,教师,1,0,0.0021,0
2006,6,45000000,流行性感冒,餐饮食品业,1,0,0.0021,0
2006,6,45000000,流行性感冒,商业服务,2,0,0.0043,0
2006,6,45000000,流行性感冒,工人,2,0,0.0043,0
2006,6,45000000,流行性感冒,农民,17,0,0.0365,0
2006,6,45000000,流行性感冒,干部职员,2,0,0.0043,0
2006,6,45000000,流行性感冒,不详,4,0,0.0086,0
2006,6,45000000,流行性感冒,其它,1,0,0.0021,0
2006,6,45000000,手足口病,幼托儿童,2,0,0.0043,0
2006,6,45000000,手足口病,散居儿童,2,0,0.0043,0
2006,7,45000000,流行性感冒,幼托儿童,18,0,0.0386,0
2006,7,45000000,流行性感冒,散居儿童,18,0,0.0386,0
2006,7,45000000,流行性感冒,学生,35,0,0.0751,0
2006,7,45000000,流行性感冒,教师,1,0,0.0021,0
2006,7,45000000,流行性感冒,公共场所服务员,3,0,0.0064,0
2006,7,45000000,流行性感冒,商业服务,3,0,0.0064,0
2006,7,45000000,流行性感冒,工人,1,0,0.0021,0
2006,7,45000000,流行性感冒,民工,5,0,0.0107,0
2006,7,45000000,流行性感冒,农民,22,0,0.0472,0
2006,7,45000000,流行性感冒,渔(船)民,1,0,0.0021,0
2006,7,45000000,流行性感冒,干部职员,7,0,0.015,0
2006,7,45000000,流行性感冒,离退人员,1,0,0.0021,0
2006,7,45000000,流行性感冒,家务及待业,4,0,0.0086,0
2006,7,45000000,流行性感冒,不详,23,0,0.0494,0
2006,7,45000000,流行性感冒,其它,292,0,0.6266,0
2006,7,45000000,手足口病,散居儿童,1,0,0.0021,0
2006,8,45000000,流行性感冒,幼托儿童,2,0,0.0043,0
2006,8,45000000,流行性感冒,散居儿童,4,0,0.0086,0
2006,8,45000000,流行性感冒,学生,3,0,0.0064,0
2006,8,45000000,流行性感冒,农民,1,0,0.0021,0
2006,8,45000000,流行性感冒,不详,2,0,0.0043,0
2006,8,45000000,手足口病,散居儿童,1,0,0.0021,0
2006,9,45000000,登革热,农民,1,0,0.0021,0
2006,9,45000000,流行性感冒,散居儿童,2,0,0.0043,0
2006,9,45000000,流行性感冒,学生,3,0,0.0064,0
2006,9,45000000,流行性感冒,医务人员,1,0,0.0021,0
2006,9,45000000,流行性感冒,民工,1,0,0.0021,0
2006,9,45000000,流行性感冒,农民,2,0,0.0043,0
2006,9,45000000,手足口病,幼托儿童,1,0,0.0021,0
2006,9,45000000,手足口病,散居儿童,3,0,0.0064,0
2006,10,45000000,流行性感冒,学生,11,0,0.0236,0
2006,10,45000000,手足口病,幼托儿童,4,0,0.0086,0
2006,10,45000000,手足口病,散居儿童,3,0,0.0064,0
2006,11,45000000,流行性感冒,学生,8,0,0.0172,0
2006,11,45000000,流行性感冒,教师,1,0,0.0021,0
2006,11,45000000,流行性感冒,农民,4,0,0.0086,0
2006,11,45000000,手足口病,幼托儿童,7,0,0.015,0
2006,11,45000000,手足口病,散居儿童,2,0,0.0043,0
2006,12,45000000,流行性感冒,散居儿童,1,0,0.0021,0
2006,12,45000000,流行性感冒,学生,1,0,0.0021,0
2006,12,45000000,流行性感冒,其它,1,0,0.0021,0
2006,12,45000000,手足口病,幼托儿童,3,0,0.0064,0
2006,12,45000000,手足口病,散居儿童,7,0,0.015,0
2006,0,46000000,流行性感冒,幼托儿童,1,0,0.0121,0
2006,0,46000000,流行性感冒,散居儿童,2,0,0.0242,0
2006,0,46000000,流行性感冒,学生,4,0,0.0483,0
2006,0,46000000,流行性感冒,农民,4,0,0.0483,0
2006,0,46000000,流行性感冒,离退人员,1,0,0.0121,0
2006,0,46000000,流行性感冒,家务及待业,1,0,0.0121,0
2006,0,46000000,流行性感冒,不详,35,0,0.4227,0
2006,0,46000000,手足口病,幼托儿童,17,0,0.2053,0
2006,0,46000000,手足口病,散居儿童,47,0,0.5676,0
2006,0,46000000,手足口病,学生,4,0,0.0483,0
2006,1,46000000,流行性感冒,离退人员,1,0,0.0121,0
2006,1,46000000,流行性感冒,不详,8,0,0.0966,0
2006,2,46000000,流行性感冒,散居儿童,1,0,0.0121,0
2006,2,46000000,流行性感冒,不详,2,0,0.0242,0
2006,3,46000000,流行性感冒,农民,1,0,0.0121,0
2006,3,46000000,流行性感冒,不详,9,0,0.1087,0
2006,4,46000000,流行性感冒,幼托儿童,1,0,0.0121,0
2006,4,46000000,流行性感冒,学生,2,0,0.0242,0
2006,4,46000000,流行性感冒,家务及待业,1,0,0.0121,0
2006,4,46000000,流行性感冒,不详,15,0,0.1812,0
2006,5,46000000,手足口病,散居儿童,1,0,0.0121,0
2006,6,46000000,流行性感冒,散居儿童,1,0,0.0121,0
2006,6,46000000,手足口病,幼托儿童,6,0,0.0725,0
2006,6,46000000,手足口病,散居儿童,9,0,0.1087,0
2006,6,46000000,手足口病,学生,1,0,0.0121,0
2006,7,46000000,流行性感冒,学生,1,0,0.0121,0
2006,7,46000000,手足口病,幼托儿童,1,0,0.0121,0
2006,7,46000000,手足口病,散居儿童,16,0,0.1932,0
2006,7,46000000,手足口病,学生,1,0,0.0121,0
2006,8,46000000,流行性感冒,学生,1,0,0.0121,0
2006,8,46000000,流行性感冒,农民,2,0,0.0242,0
2006,8,46000000,手足口病,幼托儿童,1,0,0.0121,0
2006,8,46000000,手足口病,散居儿童,10,0,0.1208,0
2006,9,46000000,流行性感冒,不详,1,0,0.0121,0
2006,9,46000000,手足口病,幼托儿童,2,0,0.0242,0
2006,9,46000000,手足口病,散居儿童,3,0,0.0362,0
2006,9,46000000,手足口病,学生,1,0,0.0121,0
2006,10,46000000,手足口病,幼托儿童,4,0,0.0483,0
2006,10,46000000,手足口病,散居儿童,1,0,0.0121,0
2006,11,46000000,手足口病,幼托儿童,3,0,0.0362,0
2006,11,46000000,手足口病,散居儿童,4,0,0.0483,0
2006,11,46000000,手足口病,学生,1,0,0.0121,0
2006,12,46000000,流行性感冒,农民,1,0,0.0121,0
2006,12,46000000,手足口病,散居儿童,3,0,0.0362,0
2006,0,50000000,登革热,家务及待业,1,0,0.0036,0
2006,0,50000000,流行性感冒,幼托儿童,108,0,0.386,0
2006,0,50000000,流行性感冒,散居儿童,39,0,0.1394,0
2006,0,50000000,流行性感冒,学生,583,0,2.0836,0
2006,0,50000000,流行性感冒,教师,8,0,0.0286,0
2006,0,50000000,流行性感冒,餐饮食品业,1,0,0.0036,0
2006,0,50000000,流行性感冒,商业服务,4,0,0.0143,0
2006,0,50000000,流行性感冒,医务人员,3,0,0.0107,0
2006,0,50000000,流行性感冒,工人,18,0,0.0643,0
2006,0,50000000,流行性感冒,民工,2,0,0.0071,0
2006,0,50000000,流行性感冒,农民,34,0,0.1215,0
2006,0,50000000,流行性感冒,海员及长途驾驶员,2,0,0.0071,0
2006,0,50000000,流行性感冒,干部职员,44,0,0.1573,0
2006,0,50000000,流行性感冒,离退人员,17,0,0.0608,0
2006,0,50000000,流行性感冒,家务及待业,28,0,0.1001,0
2006,0,50000000,流行性感冒,不详,247,0,0.8828,0
2006,0,50000000,流行性感冒,其它,23,0,0.0822,0
2006,0,50000000,手足口病,学生,1,0,0.0036,0
2006,1,50000000,流行性感冒,幼托儿童,4,0,0.0143,0
2006,1,50000000,流行性感冒,散居儿童,2,0,0.0071,0
2006,1,50000000,流行性感冒,学生,41,0,0.1465,0
2006,1,50000000,流行性感冒,教师,1,0,0.0036,0
2006,1,50000000,流行性感冒,医务人员,1,0,0.0036,0
2006,1,50000000,流行性感冒,工人,2,0,0.0071,0
2006,1,50000000,流行性感冒,农民,7,0,0.025,0
2006,1,50000000,流行性感冒,干部职员,2,0,0.0071,0
2006,1,50000000,流行性感冒,离退人员,2,0,0.0071,0
2006,1,50000000,流行性感冒,家务及待业,2,0,0.0071,0
2006,1,50000000,流行性感冒,不详,18,0,0.0643,0
2006,1,50000000,流行性感冒,其它,1,0,0.0036,0
2006,1,50000000,手足口病,学生,1,0,0.0036,0
2006,2,50000000,流行性感冒,幼托儿童,16,0,0.0572,0
2006,2,50000000,流行性感冒,散居儿童,2,0,0.0071,0
2006,2,50000000,流行性感冒,学生,41,0,0.1465,0
2006,2,50000000,流行性感冒,商业服务,1,0,0.0036,0
2006,2,50000000,流行性感冒,工人,1,0,0.0036,0
2006,2,50000000,流行性感冒,农民,1,0,0.0036,0
2006,2,50000000,流行性感冒,海员及长途驾驶员,1,0,0.0036,0
2006,2,50000000,流行性感冒,离退人员,2,0,0.0071,0
2006,2,50000000,流行性感冒,不详,30,0,0.1072,0
2006,2,50000000,流行性感冒,其它,1,0,0.0036,0
2006,3,50000000,流行性感冒,幼托儿童,12,0,0.0429,0
2006,3,50000000,流行性感冒,散居儿童,3,0,0.0107,0
2006,3,50000000,流行性感冒,学生,82,0,0.2931,0
2006,3,50000000,流行性感冒,教师,2,0,0.0071,0
2006,3,50000000,流行性感冒,医务人员,1,0,0.0036,0
2006,3,50000000,流行性感冒,工人,2,0,0.0071,0
2006,3,50000000,流行性感冒,农民,2,0,0.0071,0
2006,3,50000000,流行性感冒,干部职员,5,0,0.0179,0
2006,3,50000000,流行性感冒,离退人员,1,0,0.0036,0
2006,3,50000000,流行性感冒,家务及待业,4,0,0.0143,0
2006,3,50000000,流行性感冒,不详,11,0,0.0393,0
2006,3,50000000,流行性感冒,其它,2,0,0.0071,0
2006,4,50000000,流行性感冒,幼托儿童,21,0,0.0751,0
2006,4,50000000,流行性感冒,散居儿童,11,0,0.0393,0
2006,4,50000000,流行性感冒,学生,147,0,0.5254,0
2006,4,50000000,流行性感冒,商业服务,1,0,0.0036,0
2006,4,50000000,流行性感冒,农民,3,0,0.0107,0
2006,4,50000000,流行性感冒,家务及待业,1,0,0.0036,0
2006,4,50000000,流行性感冒,不详,19,0,0.0679,0
2006,4,50000000,流行性感冒,其它,3,0,0.0107,0
2006,5,50000000,流行性感冒,幼托儿童,14,0,0.05,0
2006,5,50000000,流行性感冒,散居儿童,4,0,0.0143,0
2006,5,50000000,流行性感冒,学生,76,0,0.2716,0
2006,5,50000000,流行性感冒,教师,2,0,0.0071,0
2006,5,50000000,流行性感冒,工人,4,0,0.0143,0
2006,5,50000000,流行性感冒,农民,3,0,0.0107,0
2006,5,50000000,流行性感冒,干部职员,3,0,0.0107,0
2006,5,50000000,流行性感冒,离退人员,2,0,0.0071,0
